spec	Collection Coden	full_species	genus	species	genus_species	Subfamily	Tribe	County (nr = not recorded)	Locality	Date (nr = not recorded)	YYYY-MM-DD	Year	Month	Day	Collector/Photographer	No. specimens	Lat	Long	D-D Lat	D-D Long	GPS error (m)	Collecting Method	Notes	Specimen or Image ID no. (if applicable)
spec0313	CMNH	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Harlan	Black Mountain: Black Mountain Ridge Rd., 1.5 mi W of SR 160	10-Jul-05	7/10/05	2005	7	10	LC Koehn	1			36.916	-82.889	500			
spec0314	EGCCRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Harlan	Kentenia State Forest, Little Shepherd Trail	6/12/15	6/12/15	2015	6	12	Eric G. Chapman, Matthew Savage	1			36.926	-83.2184		Blacklight		EGCCRC_001002
spec0315	EGCCRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Harlan	Kentenia State Forest, Little Shepherd Trail	6/13/15	6/13/15	2015	6	13	Eric G. Chapman, Matthew Savage	1			36.926	-83.2184		Blacklight		EGCCRC_001131
spec0316	iNat	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Hart	Munfordville	5/26/21	5/26/21	2021	5	26	gimbliythebeetle	1			37.2723118	-85.950945	348214	Photo only		80368236
spec0317	iNat	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Henry	L Esprit Pkwy, La Grange	5/26/21	5/26/21	2021	5	26	jessee62000	1			38.4595134	-85.330373	16618	Photo only		80402754
spec0318	iNat_BugGuide	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Hopkins	Hopkins County	4/11/21	4/11/21	2021	4	11	ericwilliams	1			37.0676393	-87.563681	2	Photo only		75059613 (iNat); 1960230, 1960231 (BugGuide)
spec0319	iNat	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Hopkins	Hopkins County	4/30/21	4/30/21	2021	4	30	ericwilliams	1			37.1140717	-87.447354	2	Photo only		77127662
spec0320	iNat	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Hopkins	Hopkins County	5/22/21	5/22/21	2021	5	22	ericwilliams	1			37.1351767	-87.596014	2	Photo only		81213884
spec0321	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Jefferson County	4/30/39	4/30/39	1939	4	30	DA Young	1			38.187191	-85.659158	33410		Original ID: Anelaphus parallelus	UKIC_0000169
spec0322	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Louisville	5/23/47	5/23/47	1947	5	23	JR Merritt	1			38.218	-85.749	9000			UKIC_0000070
spec0323	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Louisville	4/4/54	4/4/54	1954	4	4	LJ Cooper	1			38.218	-85.749	9000		Original ID: Anelaphus parallelus	UKIC_0000800
spec0324	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Louisville	8/10/54	8/10/54	1954	8	10	PJ Christian	1			38.218	-85.749	9000		Original ID: Anelaphus parallelus	UKIC_0000560
spec0325	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Louisville	5/11/56	5/11/56	1956	5	11	PJ Christian	1			38.218	-85.749	9000		Original ID: Anelaphus parallelus	UKIC_0000215
spec0326	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Louisville	5/11/56	5/11/56	1956	5	11	PJ Christian	1			38.218	-85.749	9000		Original ID: Anelaphus parallelus	UKIC_0001118
spec0327	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Louisville	5/11/56	5/11/56	1956	5	11	PJ Christian	1			38.218	-85.749	9000		Original ID: Anelaphus parallelus	UKIC_0000426
spec0328	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Louisville	5/11/56	5/11/56	1956	5	11	PJ Christian	1			38.218	-85.749	9000		Original ID: Anelaphus parallelus	UKIC_0000426
spec0329	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Louisville	5/11/56	5/11/56	1956	5	11	PJ Christian	1			38.218	-85.749	9000		Original ID: Anelaphus parallelus	UKIC_0001112
spec0330	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Louisville	5/11/56	5/11/56	1956	5	11	PJ Christian	1			38.218	-85.749	9000		Original ID: Anelaphus parallelus	UKIC_0000506
spec0331	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Louisville	5/11/56	5/11/56	1956	5	11	PJ Christian	1			38.218	-85.749	9000		Original ID: Anelaphus parallelus	UKIC_0001048
spec0332	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Louisville	5/11/56	5/11/56	1956	5	11	PJ Christian	1			38.218	-85.749	9000		Original ID: Anelaphus parallelus	UKIC_0000811
spec0333	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Louisville	5/11/56	5/11/56	1956	5	11	PJ Christian	1			38.218	-85.749	9000		Original ID: Anelaphus parallelus	UKIC_0001059
spec0334	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Louisville	5/11/56	5/11/56	1956	5	11	PJ Christian	1			38.218	-85.749	9000		Original ID: Anelaphus parallelus	UKIC_0000597
spec0335	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Louisville	5/11/56	5/11/56	1956	5	11	PJ Christian	1			38.218	-85.749	9000		Original ID: Anelaphus parallelus	UKIC_0000337
spec0336	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Louisville	5/11/56	5/11/56	1956	5	11	PJ Christian	1			38.218	-85.749	9000		Original ID: Anelaphus parallelus	UKIC_0000711
spec0337	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Jefferson County	5/22/57	5/22/57	1957	5	22	G Blankenbaker	1			38.187191	-85.659158	33410		Original ID: Anelaphus parallelus	UKIC_0000861
spec0338	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Jefferson County	5/22/57	5/22/57	1957	5	22	G Blankenbaker	1			38.187191	-85.659158	33410		Original ID: Anelaphus parallelus	UKIC_0000917
spec0339	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Jefferson County	4/27/60	4/27/60	1960	4	27	RA Palmer	1			38.187191	-85.659158	33410		Original ID: Anelaphus parallelus	UKIC_0001007
spec0340	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Jefferson County	5/4/60	5/4/60	1960	5	4	RL Bingham	1			38.187191	-85.659158	33410		Original ID: Anelaphus parallelus	UKIC_0000740
spec0341	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Jefferson County	1964-05-00	1964-05-00	1964	5	nr	MM Sandler	1			38.187191	-85.659158	33410		Original ID: Anelaphus parallelus	UKIC_0000909
spec0342	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Jefferson County	4/18/74	4/18/74	1974	4	18	Henry W Sullivan	1			38.187191	-85.659158	33410		Original ID: Anelaphus parallelus	UKIC_0000414
spec0343	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Jefferson County	4/1/81	4/1/81	1981	4	1	J Padgett	1			38.187191	-85.659158	33410		Original ID: Anelaphus parallelus	UKIC_0001186
spec0344	UKIC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jefferson	Jefferson County	4/9/81	4/9/81	1981	4	9	D Flaim	1			38.187191	-85.659158	33410		Original ID: Anelaphus parallelus	UKIC_0000259
spec0345	EGCCRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Jessamine	South of Nicholasville	6/23/16	6/23/16	2016	6	23	Michael J Sharkey	1			37.7861	-83.5697		Malaise trap		EGCCRC_001183
spec0346	BugGuide	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Letcher	Deane	5/21/14	5/21/14	2014	5	21		1			37.239	-82.773	1000	Photo only	Original ID: Anelaphus parallelus	924321, 924323
spec0347	EGCCRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	5/22/09	5/22/09	2009	5	22	Eric G. Chapman	1			37.571667	-84.218667		Blacklight	Original ID: Anelaphus parallelus	EGCCRC_001022
spec0348	EGCCRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	5/30/09	5/30/09	2009	5	30	Eric G. Chapman	1			37.571667	-84.218667		Blacklight	Original ID: Anelaphus parallelus	EGCCRC_000266
spec0349	EGCCRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	5/30/09	5/30/09	2009	5	30	Eric G. Chapman	1			37.571667	-84.218667		Blacklight	Original ID: Anelaphus parallelus	EGCCRC_000456
spec0350	EGCCRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Pinnacle Peaks	4/30/10	4/30/10	2010	4	30	Eric G. Chapman	1			37.5543	-84.2408		Blacklight	Original ID: Anelaphus parallelus	EGCCRC_001190
spec0351	EGCCRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Pinnacle Peaks	5/7/10	5/7/10	2010	5	7	Eric G. Chapman	1			37.5543	-84.2408		Blacklight	Original ID: Anelaphus parallelus	EGCCRC_000723
spec0352	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Pinnacle Peaks	5/7/10	5/7/10	2010	5	7	Eric G. Chapman	2	37°33.26'N	84°14.446'W	37.5543	-84.2408				
spec0353	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Pinnacle Peaks	5/7/10	5/7/10	2010	5	7	Eric G. Chapman	2	37°33.26'N	84°14.446'W	37.5543	-84.2408				
spec0354	EGCCRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Pinnacle Peaks	5/23/10	5/23/10	2010	5	23	Eric G. Chapman	1			37.5543	-84.2408		Blacklight	Original ID: Anelaphus parallelus	EGCCRC_001081
spec0355	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	5/25-6/1/2011	6/1/11	2011	6	1	EG Chapman & W Wallin	1	37°34.30'N	84°13.12'W	37.575	-84.22		Sugar trap		
spec0356	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Pinnacle Peaks	6/16/11	6/16/11	2011	6	16	EG Chapman & W Wallin	1	37°33.26'N	84°14.446'W	37.5543	-84.2408		Blacklight		
spec0357	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	The Bull: forest edge	4/26-5/16/2012	5/16/12	2012	5	16	Hym Institute	2	37°52'55"N	84°21'20"W	37.8819	-84.3556		Malaise trap		
spec0358	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	The Bull: forest edge	4/26-5/16/2012	5/16/12	2012	5	16	Hym Institute	2	37°52'55"N	84°21'20"W	37.8819	-84.3556		Malaise trap		
spec0359	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Cowbell Creek Area	5/6-5/13/2013	5/13/13	2013	5	13	EG Chapman & S Stedenfeld	1	37.54445	-84.2289	37.54445	-84.2289		Malaise trap		
spec0360	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	5/6-5/13/2013	5/13/13	2013	5	13	EG Chapman & S Stedenfeld	1	37.57452	-84.21942	37.57452	-84.21942		Malaise trap		
spec0361	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	5/13-5/20/2013	5/20/13	2013	5	20	EG Chapman & S Stedenfeld	3	37.57258	-84.21676	37.57258	-84.21676		Malaise trap		
spec0362	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	5/13-5/20/2013	5/20/13	2013	5	20	EG Chapman & S Stedenfeld	3	37.57258	-84.21676	37.57258	-84.21676		Malaise trap		
spec0363	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	5/13-5/20/2013	5/20/13	2013	5	20	EG Chapman & S Stedenfeld	3	37.57258	-84.21676	37.57258	-84.21676		Malaise trap		
spec0364	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	5/13-5/20/2013	5/20/13	2013	5	20	EG Chapman & S Stedenfeld	1	37.57452	-84.21942	37.57452	-84.21942		Malaise trap		
spec0365	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Cowbell Creek Area	5/20-5/27/2013	5/27/13	2013	5	27	EG Chapman & S Stedenfeld	1	37.54445	-84.2289	37.54445	-84.2289		Malaise trap		
spec0366	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	5/20-5/27/2013	5/27/13	2013	5	27	EG Chapman & S Stedenfeld	3	37.57452	-84.21942	37.57452	-84.21942		Malaise trap		
spec0367	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	5/20-5/27/2013	5/27/13	2013	5	27	EG Chapman & S Stedenfeld	3	37.57452	-84.21942	37.57452	-84.21942		Malaise trap		
spec0368	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	5/20-5/27/2013	5/27/13	2013	5	27	EG Chapman & S Stedenfeld	3	37.57452	-84.21942	37.57452	-84.21942		Malaise trap		
spec0369	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Cowbell Creek Area	5/27-6/3/2013	6/3/13	2013	6	3	EG Chapman & S Stedenfeld	1	37.54401	-84.22981	37.54401	-84.22981		Hanging Malaise trap		
spec0370	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Cowbell Creek Area	5/27-6/3/2013	6/3/13	2013	6	3	EG Chapman & S Stedenfeld	1	37.54401	-84.22981	37.54401	-84.22981		Malaise trap		
spec0371	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Cowbell Creek Area	5/27-6/3/2013	6/3/13	2013	6	3	EG Chapman & S Stedenfeld	1	37.54445	-84.2289	37.54445	-84.2289		Malaise trap		
spec0372	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	5/27-6/3/2013	6/3/13	2013	6	3	EG Chapman & S Stedenfeld	2	37.57209	-84.21702	37.57209	-84.21702		Malaise trap		
spec0373	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	5/27-6/3/2013	6/3/13	2013	6	3	EG Chapman & S Stedenfeld	2	37.57209	-84.21702	37.57209	-84.21702		Malaise trap		
spec0374	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/3-6/10/2013	6/10/13	2013	6	10	EG Chapman & S Stedenfeld	2	37.57209	-84.21702	37.57209	-84.21702		Malaise trap		
spec0375	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/3-6/10/2013	6/10/13	2013	6	10	EG Chapman & S Stedenfeld	2	37.57209	-84.21702	37.57209	-84.21702		Malaise trap		
spec0376	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/3-6/10/2013	6/10/13	2013	6	10	EG Chapman & S Stedenfeld	1	37.57452	-84.21942	37.57452	-84.21942		Malaise trap		
spec0377	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Cowbell Creek Area	6/10-6/17/2013	6/17/13	2013	6	17	EG Chapman & S Stedenfeld	1	37.54371	-84.22883	37.54371	-84.22883		Malaise trap		
spec0378	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/10-6/17/2013	6/17/13	2013	6	17	EG Chapman & S Stedenfeld	1	37.57232	-84.22051	37.57232	-84.22051		Malaise trap		
spec0379	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/10-6/17/2013	6/17/13	2013	6	17	EG Chapman & S Stedenfeld	1	37.57448	-84.22023	37.57448	-84.22023		Malaise trap		
spec0380	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/10-6/17/2013	6/17/13	2013	6	17	EG Chapman & S Stedenfeld	1	37.57143	-84.2175	37.57143	-84.2175		Malaise trap		
spec0381	EGCCRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/17/13	6/17/13	2013	6	17	Eric G. Chapman	1			37.5716	-84.218		Malaise trap		EGCCRC_000804
spec0382	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Cowbell Creek Area	6/17-6/24/2013	6/24/13	2013	6	24	EG Chapman & S Stedenfeld	1	37.54445	-84.2289	37.54445	-84.2289		Malaise trap		
spec0383	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Cowbell Creek Area	6/24-7/1/2013	7/1/13	2013	7	1	EG Chapman & S Stedenfeld	1	37.54445	-84.2289	37.54445	-84.2289		Malaise trap		
spec0384	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/24-7/1/2013	7/1/13	2013	7	1	EG Chapman & S Stedenfeld	1	37.57262	-84.220604	37.57262	-84.220604		Malaise trap		
spec0385	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/24-7/1/2013	7/1/13	2013	7	1	EG Chapman & S Stedenfeld	6	37.569992	-84.217537	37.569992	-84.217537		Malaise trap		
spec0386	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/24-7/1/2013	7/1/13	2013	7	1	EG Chapman & S Stedenfeld	6	37.569992	-84.217537	37.569992	-84.217537		Malaise trap		
spec0387	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/24-7/1/2013	7/1/13	2013	7	1	EG Chapman & S Stedenfeld	6	37.569992	-84.217537	37.569992	-84.217537		Malaise trap		
spec0388	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/24-7/1/2013	7/1/13	2013	7	1	EG Chapman & S Stedenfeld	6	37.569992	-84.217537	37.569992	-84.217537		Malaise trap		
spec0389	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/24-7/1/2013	7/1/13	2013	7	1	EG Chapman & S Stedenfeld	6	37.569992	-84.217537	37.569992	-84.217537		Malaise trap		
spec0390	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/24-7/1/2013	7/1/13	2013	7	1	EG Chapman & S Stedenfeld	6	37.569992	-84.217537	37.569992	-84.217537		Malaise trap		
spec0391	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/24-7/1/2013	7/1/13	2013	7	1	EG Chapman & S Stedenfeld	2	37.574566	-84.219704	37.574566	-84.219704		Malaise trap		
spec0392	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/24-7/1/2013	7/1/13	2013	7	1	EG Chapman & S Stedenfeld	2	37.574566	-84.219704	37.574566	-84.219704		Malaise trap		
spec0393	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/24-7/1/2013	7/1/13	2013	7	1	EG Chapman & S Stedenfeld	1	37.57165	-84.21799	37.57165	-84.21799		Malaise trap		
spec0394	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	7/1-7/8/2013	7/8/13	2013	7	8	EG Chapman & S Stedenfeld	2	37.57082	-84.217941	37.57082	-84.217941		Malaise trap		
spec0395	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	7/1-7/8/2013	7/8/13	2013	7	8	EG Chapman & S Stedenfeld	2	37.57082	-84.217941	37.57082	-84.217941		Malaise trap		
spec0396	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Cowbell Creek Area	7/8-7/15/2013	7/15/13	2013	7	15	EG Chapman & S Stedenfeld	1	37.54445	-84.2289	37.54445	-84.2289		Malaise trap		
spec0397	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	7/8-7/15/2013	7/15/13	2013	7	15	EG Chapman & S Stedenfeld	1	37.575676	-84.219452	37.575676	-84.219452		Malaise trap		
spec0398	ABRC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	6/17-6/24/2014	6/24/14	2014	6	24	EG Chapman & S Stedenfeld	1	37.57448	-84.22023	37.57448	-84.22023		Malaise trap		
spec0399	PDBC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Cowbell Creek area	04/17-24/16	4/24/16	2016	4	24	Paul D Baker	1	37.5500°N	 84.2310°W	37.55	-84.231		Trap baited with C6 ketols		
spec0400	AMBC	Anelaphus villosus (Fabricius, 1792)	Anelaphus	villosus	Anelaphus_villosus	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Cowbell Creek area	4/10/17	4/10/17	2017	4	10	Adam Baker	1	37°32'51'5"N	84°13'58.0"W	37.5476	-84.2328		Hand		
