spec	Collection Coden	full_species	genus	species	genus_species	Subfamily	Tribe	County (nr = not recorded)	Locality	Date (nr = not recorded)	YYYY-MM-DD	Year	Month	Day	Collector/Photographer	No. specimens	Lat	Long	D-D Lat	D-D Long	GPS error (m)	Collecting Method	Notes	Specimen or Image ID no. (if applicable)
spec4038	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
spec4039	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
spec4040	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
spec4041	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
spec4042	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
spec4043	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
spec4044	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
spec4045	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
spec4046	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
spec4047	UKIC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Fayette	Clays Ferry	1894-04-27	1894-04-27	1894	4	27	Harrison H Garman	1			37.884026	-84.340958	301			UKIC_0000233
spec4048	JMLC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Fayette	Horse Farm	22-III-9-IV-2012	4/9/12	2012	4	9	JM Leavengood, Jr. & EG Chapman	1			38.007778	-84.368333		Malaise trap		
spec4049	ABRC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Fayette	Horse Farm: railroad path	4/9-4/17/2012	4/17/12	2012	4	17	Hym Institute	1	38°00'28"N	84°22'09"W	38.0078	-84.3692		Malaise trap		
spec4050	EGCCRC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Fayette	Horse Farm	5/2/12	5/2/12	2012	5	2	Stephanie Clutts-Stoelb	1			38.007778	-84.368333		Malaise trap		EGCCRC_000438
spec4051	EGCCRC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Fayette	Horse Farm	5/2/12	5/2/12	2012	5	2	Stephanie Clutts-Stoelb	1			38.007778	-84.368333		Malaise trap		EGCCRC_000402
spec4052	EGCCRC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Fayette	Raven Run Nature Sanctuary	5/5/12	5/5/12	2012	5	5	Adam Kesheimer	1			37.887333	-84.397333		Hand		EGCCRC_001001
spec4053	EGCCRC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Fayette	Horse Farm	5/16/12	5/16/12	2012	5	16	Stephanie Clutts-Stoelb	1			38.007778	-84.368333		Malaise trap		EGCCRC_000019
spec4054	ABRC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Fayette	Horse Farm: railroad path	5/16-5/31/2012	5/31/12	2012	5	31	Hym Institute	1	38°00'28"N	84°22'09"W	38.0078	-84.3692		Malaise trap		
spec4055	EGCCRC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Fayette	Lexington: Versailles Road near intersection Oxford Circle	5/3/14	5/3/14	2014	5	3	Eric G. Chapman	1			38.0481	-84.5416		Flew into car		EGCCRC_001146
spec4056	EGCCRC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Fayette	4108 Kentucky River Parkway	4/15/15	4/15/15	2015	4	15	Michael J Sharkey	1			37.8594	-84.3733		Malaise trap		EGCCRC_001030
spec4057	FlorC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Fayette	Floracliff Nature Preserve: Trails End, north edge	4/27-5/03/18	5/3/18	2018	5	3	Paul D Baker	1	37.9013°N	 84.3613°W	37.9013	-84.3613		Trap baited with Phymatodes lure		
spec4058	FlorC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Fayette	Floracliff Nature Preserve: Trails End, north edge	4/27-5/03/18	5/3/18	2018	5	3	Paul D Baker	1	37.9013°N	 84.3613°W	37.9013	-84.3613		Trap baited with Phymatodes lure		
spec4059	FlorC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Fayette	Floracliff Nature Preserve: Trails End, north edge	6/08-14/18	6/14/18	2018	6	14	Paul D Baker	1	37.9013°N	 84.3613°W	37.9013	-84.3613		Blacklight trap		
spec4060	BugGuide	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Letcher	Deane	4/13/14	4/13/14	2014	4	13		1			37.239	-82.773	1000	Photo only		908946, 908947
spec4061	ABRC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Madison	The Bull: forest edge	4/26-5/16/2012	5/16/12	2012	5	16	Hym Institute	1	37°52'55"N	84°21'20"W	37.8819	-84.3556		Malaise trap		
spec4062	PDBC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek area	04/17-24/16	4/24/16	2016	4	24	Paul D Baker	1	37.5500°N	 84.2310°W	37.55	-84.231		Trap baited with C6 ketols		
spec4063	PDBC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek area	4/23-29/16	4/29/16	2016	4	29	Paul D Baker	1	37.5500°N	 84.2310°W	37.55	-84.231		Trap baited with C8 & fuscumol		
spec4064	UKIC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Woodford	Woodford County	5/12/19	5/12/19	1919	5	12	Harrison H Garman	1			38.042388	-84.743594	23416			UKIC_0000574
spec4065	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Bell	Bell County	5/3/94	5/3/94	1994	5	3	Bernadine Mills	1			36.730648	-83.674095	32622	In house		UKIC_0000751
spec4066	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Bell	Bell County	5/3/94	5/3/94	1994	5	3	Bernadine Mills	1			36.730648	-83.674095	32622	In house		UKIC_0000868
spec4067	XEUC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	10-17-V-2018	5/17/18	2018	5	17	S Estes et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec4068	XEUC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	23-29-V-2018	5/29/18	2018	5	29	E Frazen et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec4069	XEUC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	16-23-V-2019	5/23/19	2019	5	23	E Frazen et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec4070	XEUC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	28-V-4-VI-2019	6/4/19	2019	6	4	A Morton et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec4071	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Fayette	Lexington	5/19/84	5/19/84	1984	5	19	Mrs. Carlton flores	1			38.048	-84.505	15000	In home		UKIC_0000685
spec4072	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Fayette	Lexington	5/19/84	5/19/84	1984	5	19	Mrs. Carlton flores	1			38.048	-84.505	15000	In home		UKIC_0000299
spec4073	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Fayette	Lexington	5/19/84	5/19/84	1984	5	19	Mrs. Carlton flores	1			38.048	-84.505	15000	In home		UKIC_0000677
spec4074	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Fayette	Lexington	5/19/84	5/19/84	1984	5	19		1			38.048	-84.505	15000	In home		UKIC_0000312
spec4075	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Fayette	Lexington	5/20/90	5/20/90	1990	5	20	MF Potts	1			38.048	-84.505	15000	Collected from cherry blossoms		UKIC_0000623
spec4076	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Fayette	Lexington	5/20/90	5/20/90	1990	5	20	MF Potts	1			38.048	-84.505	15000			UKIC_0000278
spec4077	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Fayette	Lexington	5/20/90	5/20/90	1990	5	20	MF Potts	1			38.048	-84.505	15000			UKIC_0000275
spec4078	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Fayette	Lexington	5/20/90	5/20/90	1990	5	20	MF Potts	1			38.048	-84.505	15000			UKIC_0000680
spec4079	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Fayette	Lexington	5/20/90	5/20/90	1990	5	20	MF Potts	1			38.048	-84.505	15000			UKIC_0000615
spec4080	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Fayette	Lexington	5/20/90	5/20/90	1990	5	20	MF Potts	1			38.048	-84.505	15000			UKIC_0000267
spec4081	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Fayette	Lexington	5/22/90	5/22/90	1990	5	22	MF Potts	1			38.048	-84.505	15000			UKIC_0000876
spec4082	PDBC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Fayette	Floracliff Nature Preserve: Trails End, below lodge	5/10-17/18	5/17/18	2018	5	17	Paul D Baker	1	37.8988°N	 84.3627°W	37.8988	-84.3627		Trap baited with fuscamol		
spec4083	FlorC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Fayette	Floracliff Nature Preserve: Trails End, north edge	5/10-17/18	5/17/18	2018	5	17	Paul D Baker	1	37.9013°N	 84.3613°W	37.9013	-84.3613		Trap baited with methyl-butan		
spec4084	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Jefferson	Jefferson County	3/8/67	3/8/67	1967	3	8		1			38.187191	-85.659158	33410			UKIC_0000197
spec4085	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Jefferson	Jefferson County	3/8/67	3/8/67	1967	3	8		1			38.187191	-85.659158	33410			UKIC_0000501
spec4086	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Laurel	Laurel County	5/22/90	5/22/90	1990	5	22	A Caldwell	1			37.11067	-84.1178	30536	In stored lumber		UKIC_0000460
spec4087	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Laurel	Laurel County	5/22/90	5/22/90	1990	5	22	A Caldwell	1			37.11067	-84.1178	30536	In stored lumber		UKIC_0000539
spec4088	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Laurel	Laurel County	5/22/90	5/22/90	1990	5	22	A Caldwell	1			37.11067	-84.1178	30536	In stored lumber		UKIC_0000505
spec4089	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Laurel	Laurel County	5/22/90	5/22/90	1990	5	22	A Caldwell	1			37.11067	-84.1178	30536	In stored lumber		UKIC_0001058
spec4090	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Lincoln	Stanford	5/9/45	5/9/45	1945	5	9		1			37.53119	-84.661888	2486			UKIC_0000063
spec4091	EGCCRC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek area	6/8/05	6/8/05	2005	6	8	William Wallin	1			37.544833	-84.2285				EGCCRC_000556
spec4092	EGCCRC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Madison	Berea College Forest: Horse Cove Rd area	5/27/13	5/27/13	2013	5	27	Eric G. Chapman	1			37.5716	-84.218		Trap baited with 2R*3R*-hydroxyhexanol		EGCCRC_000514
spec4093	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Pulaski	Eubank	5/22/48	5/22/48	1948	5	22		1			37.278411	-84.658556	1253			UKIC_0001120
spec4094	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Rowan	Morehead	4/22/81	4/22/81	1981	4	22	T Ramsey	1			38.18397	-83.432684	5053	In building steps		UKIC_0001129
spec4095	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Rowan	Morehead	4/25/81	4/25/81	1981	4	25	T Ramsey	1			38.18397	-83.432684	5053	Collected from white oak wood pile		UKIC_0001055
spec4096	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Rowan	Morehead	4/25/81	4/25/81	1981	4	25	T Ramsey	1			38.18397	-83.432684	5053	Collected from white oak wood pile		UKIC_0000614
spec4097	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Rowan	Morehead	4/25/81	4/25/81	1981	4	25	T Ramsey	1			38.18397	-83.432684	5053	Collected from white oak wood pile		UKIC_0000045
spec4098	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Rowan	Morehead	4/25/81	4/25/81	1981	4	25	T Ramsey	1			38.18397	-83.432684	5053	Collected from white oak wood pile		UKIC_0000716
spec4099	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Rowan	Sharkey	6/9/83	6/9/83	1983	6	9	T Ramsey	1			38.230914	-83.559911	301	In flight - landed on apple tree trunk		UKIC_0000437
spec4100	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Rowan	Sharkey	6/2/84	6/2/84	1984	6	2	T Ramsey	1			38.230914	-83.559911	301	On window screen		UKIC_0000402
spec4101	UKIC	Phymatodes testaceus (Linnaeus, 1758) 	Phymatodes	testaceus	Phymatodes_testaceus	Cerambycinae	Callidiini	Rowan	Hilda	5/15/85	5/15/85	1985	5	15	T Ramsey	1			38.238136	-83.507687	301	On house		UKIC_0000194
spec4102	XEUC	Phymatodes varius (Fabricius, 1776)	Phymatodes	varius	Phymatodes_varius	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	9-16-VI-2017	6/16/17	2017	6	16	S Estes et al.	1			39.03658	-84.37083		Trap baited with Melange		
spec4103	UKIC	Phymatodes varius (Fabricius, 1776)	Phymatodes	varius	Phymatodes_varius	Cerambycinae	Callidiini	Fayette	Lexington	5/11/16	5/11/16	1916	5	11	HH Jewett	1			38.048	-84.505	15000	In home		UKIC_0000450
spec4104	UMRM	Phymatodes varius (Fabricius, 1776)	Phymatodes	varius	Phymatodes_varius	Cerambycinae	Callidiini	nr	KY	nr	nr	nr	nr	nr		2			1	1				
spec4105	UMRM	Phymatodes varius (Fabricius, 1776)	Phymatodes	varius	Phymatodes_varius	Cerambycinae	Callidiini	nr	KY	nr	nr	nr	nr	nr		2			1	1				
spec4106	UKIC	Phymatodes varius (Fabricius, 1776)	Phymatodes	varius	Phymatodes_varius	Cerambycinae	Callidiini	Rowan	near Green Valley Acres	4/22/81	4/22/81	1981	4	22	T Ramsey	1			38.154	-83.465	3000	Collected from white oak wood pile		UKIC_0000102
spec4107	UKIC	Phymatodes varius (Fabricius, 1776)	Phymatodes	varius	Phymatodes_varius	Cerambycinae	Callidiini	Rowan	near Green Valley Acres	5/3/81	5/3/81	1981	5	3	T Ramsey	1			38.154	-83.465	3000	Collected from oakwood pile		UKIC_0001191
spec4108	XEUC	Physocnemum brevilineum (Say, 1824)	Physocnemum	brevilineum	Physocnemum_brevilineum	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	1-8-VI-2020	6/8/17	2017	6	8	O Bogham et al.	1			39.03658	-84.37083		Trap baited with Melange		
spec4109	XEUC	Physocnemum brevilineum (Say, 1824)	Physocnemum	brevilineum	Physocnemum_brevilineum	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	23-30-VI-2020	6/30/20	2020	6	30	O Bogham et al.	1			39.03658	-84.37083		Trap baited with Melange		
spec4110	CMNH	Physocnemum brevilineum (Say, 1824)	Physocnemum	brevilineum	Physocnemum_brevilineum	Cerambycinae	Callidiini	nr	KY	nr	nr	nr	nr	nr	PW Fattig	1			1	1				
spec4111	EGCCRC	Pidonia aurata (Horn, 1860)	Pidonia	aurata	Pidonia_aurata	Lepturinae	Rhagiini	Harlan	Kentenia State Forest, Little Shepherd Trail	6/12/15	6/12/15	2015	6	12	Eric G. Chapman, Matthew Savage	1			36.926	-83.2184		Blacklight		EGCCRC_001614
spec4112	UKIC	Pidonia aurata (Horn, 1860)	Pidonia	aurata	Pidonia_aurata	Lepturinae	Rhagiini	Rowan	Big Perry [Road]	6/5/85	6/5/85	1985	6	5	T Ramsey	1			38.2611	-83.3782	3000	Collected from Aruncus flower		UKIC_0001989
spec4113	UKIC	Pidonia aurata (Horn, 1860)	Pidonia	aurata	Pidonia_aurata	Lepturinae	Rhagiini	Rowan	Big Perry [Road]	6/5/85	6/5/85	1985	6	5	T Ramsey	1			38.2611	-83.3782	3000	Collected from Aruncus flower		UKIC_0001993
spec4114	UKIC	Pidonia aurata (Horn, 1860)	Pidonia	aurata	Pidonia_aurata	Lepturinae	Rhagiini	Rowan	Big Perry [Road]	6/5/85	6/5/85	1985	6	5	T Ramsey	1			38.2611	-83.3782	3000	Collected from Aruncus flower		UKIC_0001411
spec4115	UKIC	Pidonia aurata (Horn, 1860)	Pidonia	aurata	Pidonia_aurata	Lepturinae	Rhagiini	Rowan	Big Perry [Road]	6/5/85	6/5/85	1985	6	5	T Ramsey	1			38.2611	-83.3782	3000	Collected from Aruncus flower		UKIC_0002330
spec4116	UKIC	Pidonia aurata (Horn, 1860)	Pidonia	aurata	Pidonia_aurata	Lepturinae	Rhagiini	Rowan	Clack Mountain	6/11/85	6/11/85	1985	6	11	T Ramsey	1			38.1261	-83.4111	500	Collected from Apocynum flower		UKIC_0002372
spec4117	UKIC	Pidonia aurata (Horn, 1860)	Pidonia	aurata	Pidonia_aurata	Lepturinae	Rhagiini	Rowan	Clack Mountain	6/11/85	6/11/85	1985	6	11	T Ramsey	1			38.1261	-83.4111	500	Collected from Apocynum flower		UKIC_0001329
spec4118	UKIC	Pidonia aurata (Horn, 1860)	Pidonia	aurata	Pidonia_aurata	Lepturinae	Rhagiini	Rowan	Copperas Hollow	6/11/85	6/11/85	1985	6	11	T Ramsey	1			38.217	-83.4906	600	Collected from Vibernum flowers		UKIC_0001909
spec4119	EGCCRC	Pidonia densicollis (Casey, 1914)	Pidonia	densicollis	Pidonia_densicollis	Lepturinae	Rhagiini	Pulaski	Bee Rock Campground, east of SR 312	6/12/14	6/12/14	2014	6	12	Eric G. Chapman	1			37.029	-84.319		Net		EGCCRC_001751
spec4120	UKIC	Pidonia ruficollis (Say, 1824)	Pidonia	ruficollis	Pidonia_ruficollis	Lepturinae	Rhagiini	Rowan	Big Perry [Road]	5/29/85	5/29/85	1985	5	29	T Ramsey	1			38.2611	-83.3782	3000	Collected from Aruncus flower		UKIC_0001308
spec4121	UKIC	Pidonia ruficollis (Say, 1824)	Pidonia	ruficollis	Pidonia_ruficollis	Lepturinae	Rhagiini	Rowan	Big Perry [Road]	6/5/85	6/5/85	1985	6	5	T Ramsey	1			38.2611	-83.3782	3000	Collected from Aruncus flower		UKIC_0001518
spec4122	UKIC	Pidonia ruficollis (Say, 1824)	Pidonia	ruficollis	Pidonia_ruficollis	Lepturinae	Rhagiini	Rowan	Big Perry [Road]	6/5/85	6/5/85	1985	6	5	T Ramsey	1			38.2611	-83.3782	3000	Collected from Aruncus flower		UKIC_0002187
spec4123	UKIC	Plectrodera scalator (Fabricius, 1792)	Plectrodera	scalator	Plectrodera_scalator	Lamiinae	Lamiini	Ballard	Wickliffe	6/24/86	6/24/86	1986	6	24	Brian Forschler	1			36.964775	-89.089235	1781	Reared - Ex Populus		UKIC_0001557
spec4124	UKIC	Plectrodera scalator (Fabricius, 1792)	Plectrodera	scalator	Plectrodera_scalator	Lamiinae	Lamiini	Ballard	Wickliffe	6/24/86	6/24/86	1986	6	24	Brian Forschler	1			36.964775	-89.089235	1781	Reared - Ex Populus		UKIC_0001703
spec4125	UKIC	Plectrodera scalator (Fabricius, 1792)	Plectrodera	scalator	Plectrodera_scalator	Lamiinae	Lamiini	Ballard	Wickliffe	6/24/86	6/24/86	1986	6	24	Brian Forschler	1			36.964775	-89.089235	1781	Reared - Ex Populus		UKIC_0001947
spec4126	UKIC	Plectrodera scalator (Fabricius, 1792)	Plectrodera	scalator	Plectrodera_scalator	Lamiinae	Lamiini	Ballard	Wickliffe	6/24/86	6/24/86	1986	6	24	Brian Forschler	1			36.964775	-89.089235	1781	Reared - Ex Populus		UKIC_0002368
spec4127	UKIC	Plectrodera scalator (Fabricius, 1792)	Plectrodera	scalator	Plectrodera_scalator	Lamiinae	Lamiini	Ballard	Wickliffe	6/24/86	6/24/86	1986	6	24	Brian Forschler	1			36.964775	-89.089235	1781	Reared - Ex Populus		UKIC_0001620
spec4128	UKIC	Plectrodera scalator (Fabricius, 1792)	Plectrodera	scalator	Plectrodera_scalator	Lamiinae	Lamiini	Ballard	Wickliffe	6/24/86	6/24/86	1986	6	24	Brian Forschler	1			36.964775	-89.089235	1781	Reared - Ex Populus		UKIC_0002230
spec4129	iNat	Plectrodera scalator (Fabricius, 1792)	Plectrodera	scalator	Plectrodera_scalator	Lamiinae	Lamiini	Ballard	Wickliffe: Westvaco Rd, 42087	8/14/11	8/17/11	2011	8	17	mtwyandell	1			36.96033	-89.08996	193	Photo only		50226323
